Type, Time, Epoch time,  Latitude, Longitude, Altitude, Satellites, Roll, Pitch, Heading
AOGPS, Tue Sep 13 09:18:20 2022, 1663040900, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:20 2022, 1663040900, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:21 2022, 1663040901, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005, 793.7, 0
GPRMC, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:21 2022, 1663040901, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005, 793.6, 0
AOGPS, Tue Sep 13 09:18:21 2022, 1663040901, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:21 2022, 1663040901, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:21 2022, 1663040901, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:21 2022, 1663040901, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:22 2022, 1663040902, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:22 2022, 1663040902, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005, 793.6, 0
AOGPS, Tue Sep 13 09:18:22 2022, 1663040902, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:22 2022, 1663040902, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:22 2022, 1663040902, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:22 2022, 1663040902, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:23 2022, 1663040903, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:23 2022, 1663040903, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:23 2022, 1663040903, 11.046948, 76.066005, 793.6, 0
AOGPS, Tue Sep 13 09:18:23 2022, 1663040903, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:23 2022, 1663040903, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:23 2022, 1663040903, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:23 2022, 1663040903, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:23 2022, 1663040903, 11.046948, 76.066005, 793.6, 0
AOGPS, Tue Sep 13 09:18:23 2022, 1663040903, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:23 2022, 1663040903, 11.046948, 76.066005, 793.6, 0
AOGPS, Tue Sep 13 09:18:23 2022, 1663040903, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:23 2022, 1663040903, 11.046948, 76.066005, 793.6, 0
AOGPS, Tue Sep 13 09:18:24 2022, 1663040904, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:24 2022, 1663040904, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:24 2022, 1663040904, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:24 2022, 1663040904, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:24 2022, 1663040904, 11.046948, 76.066005, 793.6, 0
GPRMC, Tue Sep 13 09:18:24 2022, 1663040904, 11.046948, 76.066005
AOGPS, Tue Sep 13 09:18:24 2022, 1663040904, 12.891869, 77.641519, 828.7, 0
GPGGA, Tue Sep 13 09:18:24 2022, 1663040904, 11.046948, 76.066005, 793.5, 0
GPRMC, Tue Sep 13 09:18:24 2022, 1663040904, 11.046948, 76.066005
